sent_id	mention	sentence	mention expansion
351	Joko Widodo	"Saya senang dan apresiasi langkah pemerintah terutama Presiden Joko Widodo yang sudah merespons aspirasi kami.	Joko Widodo
417	Indonesia	Namun di sisi negatif, kewaspadaan harus ditingkatkan karena Indonesia makin dijadikan target penyebaran narkoba.	Republik Indonesia
1623	Telkom	Sampai September 2004, Telkom mencatat peningkatan total aset menjadi Rp 56,115 triliun dibandingkan periode yang sama tahun lalu sebesar Rp 48,592 triliun.	Telkom
515	Dwikora Karnita	Dwikora Karnita dan Wakil Rektor Universitas Pecs Urusan Pendidikan Dr.Gyula Berke.	Dwikora Karnita Wiguna
515	Universitas Pecs	Dwikora Karnita dan Wakil Rektor Universitas Pecs Urusan Pendidikan Dr.Gyula Berke.	Universitas Pecs
635	Mulyawan	Pertimbangan yang dimaksud Mulyawan, mempersiapkan diri supaya capres dari PDIP, Megawati Soekarnoputri tidak kalah kedua kalinya di pilpres 2009.	Mulyawan
635	PDIP	Pertimbangan yang dimaksud Mulyawan, mempersiapkan diri supaya capres dari PDIP, Megawati Soekarnoputri tidak kalah kedua kalinya di pilpres 2009.	Partai Demokrasi Indonesia
635	Megawati Soekarnoputri	Pertimbangan yang dimaksud Mulyawan, mempersiapkan diri supaya capres dari PDIP, Megawati Soekarnoputri tidak kalah kedua kalinya di pilpres 2009.	Megawati Soekarnoputri
2110	PKB	Ia juga tak mau mengomentari soal kisruh antara PKB dan PDIP soal perebutan kursi menteri desa.	Partai Kebangkitan Bangsa
2110	PDIP	Ia juga tak mau mengomentari soal kisruh antara PKB dan PDIP soal perebutan kursi menteri desa.	Partai Demokrasi Indonesia Perjuangan
1602	Disney	Kunjungan itu pun berakhir dengan pemahaman bahwa kolaborasi antara imajinasi dan teknologi yang digunakan Disney bukan hanya sudah berlari jauh ke depan, tapi telah menembus batas-batas imajinasi.	The Walt Disney Company
298	Bandung	"Dan kita tidak tahu apakah rombongan dari Bandung itu sudah ke Surabaya atau tidak pada tanggal 18 hingga 20 Februari itu," katanya.	Kota Bandung
298	Surabaya	"Dan kita tidak tahu apakah rombongan dari Bandung itu sudah ke Surabaya atau tidak pada tanggal 18 hingga 20 Februari itu," katanya.	Kota Surabaya
1685	Joko Widodo	Presiden Joko Widodo membuat dua keputusan strategis terkait pengembangan ekonomi di wilayah Suramadu.	Joko Widodo
1685	Suramadu	Presiden Joko Widodo membuat dua keputusan strategis terkait pengembangan ekonomi di wilayah Suramadu.	Suramadu
618	Disney Channel	Disney Channel adalah sebuah stasiun tv yang menyajikan hiburan khusus untuk anak dan keluarga dari Walt Disney.	Saluran Disney
618	Walt Disney	Disney Channel adalah sebuah stasiun tv yang menyajikan hiburan khusus untuk anak dan keluarga dari Walt Disney.	Walter Elias Disney
1989	Surabaya	"Kita pasti keberatan karena Surabaya masih membutuhkan beliau dan kita baru saja memenangkan Pilkada," ujar Whisnu kepada detikcom, Rabu (6/1/2016) malam.	Kota Surabaya
1989	Whisnu	"Kita pasti keberatan karena Surabaya masih membutuhkan beliau dan kita baru saja memenangkan Pilkada," ujar Whisnu kepada detikcom, Rabu (6/1/2016) malam.	Whisnu Sakti Buana
1989	detikcom	"Kita pasti keberatan karena Surabaya masih membutuhkan beliau dan kita baru saja memenangkan Pilkada," ujar Whisnu kepada detikcom, Rabu (6/1/2016) malam.	detikcom
1369	Yandri	Yandri pun menyebut, tak pernah ada kontrak politik antara PAN dengan pemerintah saat menyatakan bergabung akhir tahun lalu.	Yandri
1369	PAN	Yandri pun menyebut, tak pernah ada kontrak politik antara PAN dengan pemerintah saat menyatakan bergabung akhir tahun lalu.	Partai Amanat Nasional
1457	Telkom	"Untuk urusan meng-connect-kan, bukan Global Comm yang melakukan, itu wilayah Telkom," ujar Teguh Samudera.	PT Telekomunikasi Indonesia
1457	Teguh Samudera	"Untuk urusan meng-connect-kan, bukan Global Comm yang melakukan, itu wilayah Telkom," ujar Teguh Samudera.	Teguh Samudera
1126	Abu Sayyaf	Pemerintah sebenarnya sudah menyatakan tidak akan membayar tebusan yang diminta kelompok garis keras Abu Sayyaf Pihak Telkom Divre II mengatakan, kasus-kasus seperti di atas banyak terjadi di Bogor, Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan.	Abu Sayyaf
1126	Telkom	Pemerintah sebenarnya sudah menyatakan tidak akan membayar tebusan yang diminta kelompok garis keras Abu Sayyaf Pihak Telkom Divre II mengatakan, kasus-kasus seperti di atas banyak terjadi di Bogor, Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan.	Telkom
1126	Bogor	Pemerintah sebenarnya sudah menyatakan tidak akan membayar tebusan yang diminta kelompok garis keras Abu Sayyaf Pihak Telkom Divre II mengatakan, kasus-kasus seperti di atas banyak terjadi di Bogor, Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan.	Kota Bogor
1126	Jawa Barat	Pemerintah sebenarnya sudah menyatakan tidak akan membayar tebusan yang diminta kelompok garis keras Abu Sayyaf Pihak Telkom Divre II mengatakan, kasus-kasus seperti di atas banyak terjadi di Bogor, Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan.	Provinsi Jawa Barat
1126	Jakarta Selatan	Pemerintah sebenarnya sudah menyatakan tidak akan membayar tebusan yang diminta kelompok garis keras Abu Sayyaf Pihak Telkom Divre II mengatakan, kasus-kasus seperti di atas banyak terjadi di Bogor, Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan.	Kota Administrasi Jakarta Selatan
583	TNGL	Menurut laman resmi TNGL, DiCaprio datang bersama dua aktor lain, yakni Adrien Brody dan Fisher Stevens, bersama sejumlah kru.	TNGL
583	DiCaprio	Menurut laman resmi TNGL, DiCaprio datang bersama dua aktor lain, yakni Adrien Brody dan Fisher Stevens, bersama sejumlah kru.	Leonardo DiCaprio
583	Adrien Brody	Menurut laman resmi TNGL, DiCaprio datang bersama dua aktor lain, yakni Adrien Brody dan Fisher Stevens, bersama sejumlah kru.	Adrien Brody
583	Fisher Stevens	Menurut laman resmi TNGL, DiCaprio datang bersama dua aktor lain, yakni Adrien Brody dan Fisher Stevens, bersama sejumlah kru.	Fisher Stevens
695	Pramono	Namun, lanjut Pramono, permintaan tersebut belum tentu bisa dikabulkan begitu saja.	Pramono
889	Madrid	Jika Madrid membukakan pintu untuk kami, maka kami harus bisa menerobosnya," sambungnya.	Madrid
1593	Uber	Tak hanya soal tarif bawah saja, sejumlah aturan yang menghambat taksi konvensional, juga disarankan dihapuskan agar persaingan dengan layanan berbasis aplikasi seperti Uber dan GrabCar bisa dilakukan.	Uber
1593	GrabCar	Tak hanya soal tarif bawah saja, sejumlah aturan yang menghambat taksi konvensional, juga disarankan dihapuskan agar persaingan dengan layanan berbasis aplikasi seperti Uber dan GrabCar bisa dilakukan.	GrabCar Indonesia
757	Ferrari	Team principal Ferrari, Maurizio Arrivabene, menolak menyerah meski timnya sekarang tertinggal cukup jauh.	Ferrari
757	Maurizio Arrivabene	Team principal Ferrari, Maurizio Arrivabene, menolak menyerah meski timnya sekarang tertinggal cukup jauh.	Maurizio Arrivabene
619	Indofood	Tidak ada hanya Indofood, tapi juga ada Wings Group dan perusahaan-perusahaan lainnya.	PT Indofood Sukses Makmur
619	Wings Group	Tidak ada hanya Indofood, tapi juga ada Wings Group dan perusahaan-perusahaan lainnya.	Wings Group
1587	Spurs	Untuk itu Spurs bisa turut berharap pada beberapa mantan pemainnya.	Tottenham Hotspur
901	Ibra	Meski termasuk veteran untuk ukuran striker, Ibra masih punya hasrat tinggi untuk bermain di kompetisi top Eropa.	Ibra
901	Eropa	Meski termasuk veteran untuk ukuran striker, Ibra masih punya hasrat tinggi untuk bermain di kompetisi top Eropa.	Eropa
1759	Rio	Selama setahun terakhir ini, Rio dalam pengawasan Piers, yang pernah menjadi pembalap Formula 3 di Inggris.	Rio
1759	Inggris	Selama setahun terakhir ini, Rio dalam pengawasan Piers, yang pernah menjadi pembalap Formula 3 di Inggris.	Inggris
2029	Polri	Selanjutnya para tersangka dan barang bukti diserahkan kepada Polri dan Badan Narkotika Nasional (BNN) guna penyidikan dan pengembangan kasus lebih lanjut.	Polri
2029	Badan Narkotika Nasional	Selanjutnya para tersangka dan barang bukti diserahkan kepada Polri dan Badan Narkotika Nasional (BNN) guna penyidikan dan pengembangan kasus lebih lanjut.	Badan Narkotika Nasional
2029	BNN	Selanjutnya para tersangka dan barang bukti diserahkan kepada Polri dan Badan Narkotika Nasional (BNN) guna penyidikan dan pengembangan kasus lebih lanjut.	BNN
97	Laks	Menurut Laks, status multi-listing bagi Telkom penting dalam rangka menjaga citra perseroan, walaupun sebetulnya saham Telkom bisa diserap investor lokal.	Laks
97	Telkom	Menurut Laks, status multi-listing bagi Telkom penting dalam rangka menjaga citra perseroan, walaupun sebetulnya saham Telkom bisa diserap investor lokal.	Telkom
97	Telkom	Menurut Laks, status multi-listing bagi Telkom penting dalam rangka menjaga citra perseroan, walaupun sebetulnya saham Telkom bisa diserap investor lokal.	Telkom
2085	PT Indofood Sukses Makmur Internasional Tbk	PT Indofood Sukses Makmur Internasional Tbk (INDF) akan membagikan dividen tahun buku 2006 sebesar Rp 31 per saham atau total Rp 264,36 miliar.	PT Indofood Sukses Makmur Internasional Tbk
2085	INDF	PT Indofood Sukses Makmur Internasional Tbk (INDF) akan membagikan dividen tahun buku 2006 sebesar Rp 31 per saham atau total Rp 264,36 miliar.	INDF
813	Inter	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Inter Milan
813	Sassuolo	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	U
813	Carpi	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Carpi FC
813	AC Milan	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Associazione Calcio Milan
813	Hellas Verona	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Hellas Verona FC
813	Juventus	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Juventus FC
813	Torino	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Torino FC
1790	Rio Haryanto	Rio Haryanto dijadwalkan bertolak ke Malaysia (dari Jakarta) pada Rabu (20/3) kemudian pada Jumat (22/3) mengikuti babak kualifikasi untuk menentukan nomor star dan mulai Sabtu (23/3) menjalani perlombaan secara resmi.	Rio Haryanto
1790	Malaysia	Rio Haryanto dijadwalkan bertolak ke Malaysia (dari Jakarta) pada Rabu (20/3) kemudian pada Jumat (22/3) mengikuti babak kualifikasi untuk menentukan nomor star dan mulai Sabtu (23/3) menjalani perlombaan secara resmi.	Negara Malaysia
1790	Jakarta	Rio Haryanto dijadwalkan bertolak ke Malaysia (dari Jakarta) pada Rabu (20/3) kemudian pada Jumat (22/3) mengikuti babak kualifikasi untuk menentukan nomor star dan mulai Sabtu (23/3) menjalani perlombaan secara resmi.	Daerah Khusus Ibukota Jakarta
189	Ibrahimovic	Gol Ibrahimovic itu tercipta lantaran buruknya first touch Fernando ketika menerima operan dari Joe Hart.	Ibrahimovic
189	Fernando	Gol Ibrahimovic itu tercipta lantaran buruknya first touch Fernando ketika menerima operan dari Joe Hart.	Fernando Torres
189	Joe Hart	Gol Ibrahimovic itu tercipta lantaran buruknya first touch Fernando ketika menerima operan dari Joe Hart.	Joe Hart
1454	Anies Baswedan	Menteri Pendidikan dan Kebudayaan (Mendikbud) Anies Baswedan mengatakan, distribusi soal Ujian Nasional (UN) dan persiapan Ujian Nasional Berbasis Komputer (UNBK) sudah 100 persen selesai.	Anies Rasyid Baswedan
904	Tobelo	Di Tobelo, Jokowi meresmikan pembangunan 5 pelabuhan di wilayah Maluku.	Kota Tobelo
904	Jokowi	Di Tobelo, Jokowi meresmikan pembangunan 5 pelabuhan di wilayah Maluku.	Joko Widodo
904	Maluku	Di Tobelo, Jokowi meresmikan pembangunan 5 pelabuhan di wilayah Maluku.	Provinsi Maluku
