sent_id	sentence	mention	mention expansion
1685	Presiden Joko Widodo membuat dua keputusan strategis terkait pengembangan ekonomi di wilayah Suramadu.	Joko Widodo	Joko Widodo
1685	Presiden Joko Widodo membuat dua keputusan strategis terkait pengembangan ekonomi di wilayah Suramadu.	Suramadu	None
618	Disney Channel adalah sebuah stasiun tv yang menyajikan hiburan khusus untuk anak dan keluarga dari Walt Disney.	Disney Channel	Saluran Disney
618	Disney Channel adalah sebuah stasiun tv yang menyajikan hiburan khusus untuk anak dan keluarga dari Walt Disney.	Walt Disney	Walter Elias Disney
1989	"Kita pasti keberatan karena Surabaya masih membutuhkan beliau dan kita baru saja memenangkan Pilkada," ujar Whisnu kepada detikcom, Rabu (6/1/2016) malam.	Surabaya	Kota Surabaya
1989	"Kita pasti keberatan karena Surabaya masih membutuhkan beliau dan kita baru saja memenangkan Pilkada," ujar Whisnu kepada detikcom, Rabu (6/1/2016) malam.	Whisnu	None
1989	"Kita pasti keberatan karena Surabaya masih membutuhkan beliau dan kita baru saja memenangkan Pilkada," ujar Whisnu kepada detikcom, Rabu (6/1/2016) malam.	detikcom	Detik
1369	Yandri pun menyebut, tak pernah ada kontrak politik antara PAN dengan pemerintah saat menyatakan bergabung akhir tahun lalu.	Yandri	None
1369	Yandri pun menyebut, tak pernah ada kontrak politik antara PAN dengan pemerintah saat menyatakan bergabung akhir tahun lalu.	PAN	None
1457	"Untuk urusan meng-connect-kan, bukan Global Comm yang melakukan, itu wilayah Telkom," ujar Teguh Samudera.	Telkom	PT Telekomunikasi Indonesia
1457	"Untuk urusan meng-connect-kan, bukan Global Comm yang melakukan, itu wilayah Telkom," ujar Teguh Samudera.	Teguh Samudera	Teguh Samudera
1126	Pemerintah sebenarnya sudah menyatakan tidak akan membayar tebusan yang diminta kelompok garis keras Abu Sayyaf Pihak Telkom Divre II mengatakan, kasus-kasus seperti di atas banyak terjadi di Bogor, Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan.	Abu Sayyaf	None
1126	Pemerintah sebenarnya sudah menyatakan tidak akan membayar tebusan yang diminta kelompok garis keras Abu Sayyaf Pihak Telkom Divre II mengatakan, kasus-kasus seperti di atas banyak terjadi di Bogor, Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan.	Telkom	None
1126	Pemerintah sebenarnya sudah menyatakan tidak akan membayar tebusan yang diminta kelompok garis keras Abu Sayyaf Pihak Telkom Divre II mengatakan, kasus-kasus seperti di atas banyak terjadi di Bogor, Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan.	Bogor	Kota Bogor
1126	Pemerintah sebenarnya sudah menyatakan tidak akan membayar tebusan yang diminta kelompok garis keras Abu Sayyaf Pihak Telkom Divre II mengatakan, kasus-kasus seperti di atas banyak terjadi di Bogor, Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan.	Jawa Barat	Provinsi Jawa Barat
1126	Pemerintah sebenarnya sudah menyatakan tidak akan membayar tebusan yang diminta kelompok garis keras Abu Sayyaf Pihak Telkom Divre II mengatakan, kasus-kasus seperti di atas banyak terjadi di Bogor, Jawa Barat dan belakangan merambat ke wilayah Jakarta Selatan.	Jakarta Selatan	Kota Administrasi Jakarta Selatan
583	Menurut laman resmi TNGL, DiCaprio datang bersama dua aktor lain, yakni Adrien Brody dan Fisher Stevens, bersama sejumlah kru.	TNGL	None
583	Menurut laman resmi TNGL, DiCaprio datang bersama dua aktor lain, yakni Adrien Brody dan Fisher Stevens, bersama sejumlah kru.	DiCaprio	Leonardo DiCaprio
583	Menurut laman resmi TNGL, DiCaprio datang bersama dua aktor lain, yakni Adrien Brody dan Fisher Stevens, bersama sejumlah kru.	Adrien Brody	Adrien Brody
583	Menurut laman resmi TNGL, DiCaprio datang bersama dua aktor lain, yakni Adrien Brody dan Fisher Stevens, bersama sejumlah kru.	Fisher Stevens	None
695	Namun, lanjut Pramono, permintaan tersebut belum tentu bisa dikabulkan begitu saja.	Pramono	None
889	Jika Madrid membukakan pintu untuk kami, maka kami harus bisa menerobosnya," sambungnya.	Madrid	Madrid
1593	Tak hanya soal tarif bawah saja, sejumlah aturan yang menghambat taksi konvensional, juga disarankan dihapuskan agar persaingan dengan layanan berbasis aplikasi seperti Uber dan GrabCar bisa dilakukan.	Uber	None
1593	Tak hanya soal tarif bawah saja, sejumlah aturan yang menghambat taksi konvensional, juga disarankan dihapuskan agar persaingan dengan layanan berbasis aplikasi seperti Uber dan GrabCar bisa dilakukan.	GrabCar	GrabCar Indonesia
757	Team principal Ferrari, Maurizio Arrivabene, menolak menyerah meski timnya sekarang tertinggal cukup jauh.	Ferrari	None
757	Team principal Ferrari, Maurizio Arrivabene, menolak menyerah meski timnya sekarang tertinggal cukup jauh.	Maurizio Arrivabene	Maurizio Arrivabene
619	Tidak ada hanya Indofood, tapi juga ada Wings Group dan perusahaan-perusahaan lainnya.	Indofood	PT Indofood Sukses Makmur
619	Tidak ada hanya Indofood, tapi juga ada Wings Group dan perusahaan-perusahaan lainnya.	Wings Group	None
1587	Untuk itu Spurs bisa turut berharap pada beberapa mantan pemainnya.	Spurs	None
901	Meski termasuk veteran untuk ukuran striker, Ibra masih punya hasrat tinggi untuk bermain di kompetisi top Eropa.	Ibra	None
901	Meski termasuk veteran untuk ukuran striker, Ibra masih punya hasrat tinggi untuk bermain di kompetisi top Eropa.	Eropa	None
1759	Selama setahun terakhir ini, Rio dalam pengawasan Piers, yang pernah menjadi pembalap Formula 3 di Inggris.	Rio	None
1759	Selama setahun terakhir ini, Rio dalam pengawasan Piers, yang pernah menjadi pembalap Formula 3 di Inggris.	Inggris	None
2029	Selanjutnya para tersangka dan barang bukti diserahkan kepada Polri dan Badan Narkotika Nasional (BNN) guna penyidikan dan pengembangan kasus lebih lanjut.	Polri	None
2029	Selanjutnya para tersangka dan barang bukti diserahkan kepada Polri dan Badan Narkotika Nasional (BNN) guna penyidikan dan pengembangan kasus lebih lanjut.	Badan Narkotika Nasional	Badan Narkotika Nasional
2029	Selanjutnya para tersangka dan barang bukti diserahkan kepada Polri dan Badan Narkotika Nasional (BNN) guna penyidikan dan pengembangan kasus lebih lanjut.	BNN	None
97	Menurut Laks, status multi-listing bagi Telkom penting dalam rangka menjaga citra perseroan, walaupun sebetulnya saham Telkom bisa diserap investor lokal.	Laks	None
97	Menurut Laks, status multi-listing bagi Telkom penting dalam rangka menjaga citra perseroan, walaupun sebetulnya saham Telkom bisa diserap investor lokal.	Telkom	None
97	Menurut Laks, status multi-listing bagi Telkom penting dalam rangka menjaga citra perseroan, walaupun sebetulnya saham Telkom bisa diserap investor lokal.	Telkom	None
2085	PT Indofood Sukses Makmur Internasional Tbk (INDF) akan membagikan dividen tahun buku 2006 sebesar Rp 31 per saham atau total Rp 264,36 miliar.	PT Indofood Sukses Makmur Internasional Tbk	None
2085	PT Indofood Sukses Makmur Internasional Tbk (INDF) akan membagikan dividen tahun buku 2006 sebesar Rp 31 per saham atau total Rp 264,36 miliar.	INDF	None
813	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Inter	Inter Milan
813	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Sassuolo	U
813	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Carpi	Carpi FC
813	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	AC Milan	Associazione Calcio Milan
813	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Hellas Verona	Hellas Verona FC
813	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Juventus	Juventus FC
813	Beberapa hasil mengecewakan yang didapat Inter antara lain dikalahkan Sassuolo 0-1, ditahan imbang tim papan bawah Carpi 1-1, digebuk AC Milan 0-3, bermain imbang 3-3 dengan tim juru kunci Hellas Verona, dikalahkan Juventus 0-2, dan dipecundangi Torino 1 2.	Torino	Torino FC
1790	Rio Haryanto dijadwalkan bertolak ke Malaysia (dari Jakarta) pada Rabu (20/3) kemudian pada Jumat (22/3) mengikuti babak kualifikasi untuk menentukan nomor star dan mulai Sabtu (23/3) menjalani perlombaan secara resmi.	Rio Haryanto	None
1790	Rio Haryanto dijadwalkan bertolak ke Malaysia (dari Jakarta) pada Rabu (20/3) kemudian pada Jumat (22/3) mengikuti babak kualifikasi untuk menentukan nomor star dan mulai Sabtu (23/3) menjalani perlombaan secara resmi.	Malaysia	Negara Malaysia
1790	Rio Haryanto dijadwalkan bertolak ke Malaysia (dari Jakarta) pada Rabu (20/3) kemudian pada Jumat (22/3) mengikuti babak kualifikasi untuk menentukan nomor star dan mulai Sabtu (23/3) menjalani perlombaan secara resmi.	Jakarta	Daerah Khusus Ibukota Jakarta
189	Gol Ibrahimovic itu tercipta lantaran buruknya first touch Fernando ketika menerima operan dari Joe Hart.	Ibrahimovic	None
189	Gol Ibrahimovic itu tercipta lantaran buruknya first touch Fernando ketika menerima operan dari Joe Hart.	Fernando	Fernando Torres
189	Gol Ibrahimovic itu tercipta lantaran buruknya first touch Fernando ketika menerima operan dari Joe Hart.	Joe Hart	Joe Hart
1454	Menteri Pendidikan dan Kebudayaan (Mendikbud) Anies Baswedan mengatakan, distribusi soal Ujian Nasional (UN) dan persiapan Ujian Nasional Berbasis Komputer (UNBK) sudah 100 persen selesai.	Anies Baswedan	Anies Rasyid Baswedan
904	Di Tobelo, Jokowi meresmikan pembangunan 5 pelabuhan di wilayah Maluku.	Tobelo	Kota Tobelo
904	Di Tobelo, Jokowi meresmikan pembangunan 5 pelabuhan di wilayah Maluku.	Jokowi	Joko Widodo
904	Di Tobelo, Jokowi meresmikan pembangunan 5 pelabuhan di wilayah Maluku.	Maluku	Provinsi Maluku
