sent_id	uri	mention	final sentence
16788	Q95055	Jane	Berkarier di dunia film selama beberapa dekade, penampilan puncak Jane adalah sekitar tahun 1940-an dan 1950-an, termasuk film Johnny Belinda yang menghasilkan Piala Oscar, dan sebagai lawan main Rock Hudson dalam Magnificent Obsession.
16789	Q366132	Ban	Tiga anggota keluarganya — Ban Biao, kakaknya Ban Gu, adiknya Ban Zhao — merupakan para sejarawan terkenal yang menulis teks sejarah Buku Han, yang mencatat sejarah Dinasti Han Barat.
16790	Q2181212	Nikanor	Usul itu diterima baik oleh seluruh jemaat, lalu mereka memilih Stefanus, seorang yang penuh iman dan Roh Kudus, dan Filipus, Prokhorus, Timon, Parmenas dan Nikolaus, seorang penganut agama Yahudi dari Antiokhia, Nikanor.
16791	Q3677903	Bob	Bob adalah seorang programmer komputer.
16792	Q219508	Citigroup	Citigroup adalah sebuah lembaga keuangan sistemik dan masuk dalam daftar bank sistemik yang biasa disebut terlalu besar untuk gagal.
16793	Q62132	Lappland	Lappland diperkirakan membentuk hanya 2,5% dari total populasi Sápmi saat ini.
16794	Q1664215	Robert	Robert menerima gelar doktornya dari Columbia University dan telah menulis atau bersama-sama menulis 260 artikel, 45 bab dan 8 buku, serta menyunting 7 buku.
16795	Q713588	Gil	Selama masa jabatannya di National Semiconductor, Gil memotong pengeluaran dan membawa untung besar bagi perusahaan ini.
16796	Q209435	Risto	Risto memulai kariernya sebagai politikus dalam bidang ekonomi dan sebagai figur berlatar belakang politik pada periode antarperang.
16797	Q16168050	Aries	Aries saat ini bekerja grup Kompas-Gramedia.
16798	Q12498745	Mohamad	Mohamad merupakan duta besar Indonesia pertama untuk negeri jiran tersebut.
16799	Q310082	David	David mundur sebagai ketua partai pada September 2000 setelah kekalahan elektoral ketiganya sebagai ketua partai di pemilihan St. Thomas.
16800	Q232302	Avram	Avram memegang gelar Ph.D. dan M.D.D.. Ia mengerjakan karya sarjana antara 1967-69 di Fakultas Kedokteran Hadassah Universitas Ibrani Yerusalem, menerima gelar PhD pada 1969.
16801	Q531461	Raymond	Akhirnya Raymond bergabung dengan Teater Everyman di London pada tahun 1922.
16802	Q229952	Brenda	Brenda berkarier di dunia film sejak tahun 1990.
16803	Q211539	Peter	Peter mempunyai spesialisasi dalam bidang etika terapan, dan dalam membahas masalah-masalah etika, Peter menggunakan perspektif utilitarian sekuler.
16804	Q487010	Son	Son sebelumnya dikenal sebagai anggota boyband Beast dan sekarang bergabung di boyband Highlight bersama sisa member Beast lainnya pasca bubarnya Beast.
16805	Q954786	Eukleidas	Eukleidas tewas berperang melawa Makedonia pada Pertempuran Sellasia.
16806	Q188181	Hedley	Hedley menyimpulkan bahwa walaupun ada jenis-jenis organisasi alternatif, sistem negara adalah kesempatan terbaik umat manusia untuk menciptakan tatanan dalam politik dunia.
16807	Q122354	Diego	Diego menghabiskan sebagian besar karir profesionalnya bersama Stuttgart dan Wolfsburg di papan atas Jerman, Bundesliga, memenangkan kejuaraan liga pada tahun 2009 dan tampil di hampir 400 pertandingan kompetitif di level klub.
16808	Q154809	Perez	Perez meninggal dunia pada tanggal 14 September 1989.
16809	Q29063	Jerzy	Jerzy sering bermain dengan tangan kanan dan merupakan aktor utama di balik kemenangan Polandia atas Britania Raya di Echo Arena yang terletak di Liverpool beberapa waktu lalu.
16810	Q382234	Kusunoki	Menurut silsilah, ayah Kusunoki bernama Masatoo, tetapi kebenarannya tidak bisa dipastikan.
16811	Q61863174	Nana	Nana dikenal secara luas karena memiliki ciri khas yakni logat bahasa Betawi yang amat kental ketika tampil melawak.
16812	Q58290	Raden Mohammad Marty Muliana Natalegawa	Sebelumnya, Raden Mohammad Marty Muliana Natalegawa merupakan Duta Besar Indonesia untuk Britania dan Irlandia dari 2005 sampai 2007.
16813	Q117012	Yoko	Sebelum menikah dengan Lennon Yoko pernah menikah dengan Ichiyanagi Toshi antara tahun 1956-1963, dan Anthony Cox antara tahun 1963-1969.
16814	Q232477	Jacqueline	Berkarier Jacqueline di dunia film sejak tahun 1965.
16815	Q81960	Robert	Robert secara luas dianggap sebagai penyair nasional Skotlandia dan dirayakan di seluruh dunia.
16816	Q183105	Randolph	Randolph menulis dua volume pertama kehidupan resmi ayahnya, yang didapat melalui arsip material khusus.
16817	Q1077821	Raquel Del Rosario	Raquel Del Rosario sempat menikah dengan juara dunia dua kali F1, Fernando Alonso, sebelum kemudian bercerai pada tahun 2011.
16818	Q7245921	Prita	Keluhannya tentang kesalahan diagnosisnya dimulai lewat sebuah surel pribadi yang kemudian menyebar, hingga akhirnya Prita dipenjara setelah kalah dalam gugatan pencemaran nama baik yang dilakukan oleh pihak rumah sakit pada tahun 2009.
16819	Q486836	Kim	Kim mendirikan Universitas Korea dan Dong-A Ilbo.
16820	Q771825	Dionysios	Seusai pertempuran, Dionysios pergi ke Fenisia dan menyerang sejumlah kapal, merampas kargo mereka, lalu berangkat menuju Sisilia.
16821	Q4665287	Datuk Abdul Aziz Shamsuddin	Datuk Abdul Aziz Shamsuddin dilantik menjadi senator oleh Tun Dr. Mahathir Mohamad pada 1999.
16822	Q178217	Diofantos	Diofantos adalah seorang penulis seri buku berjudul Arithmetica, beberapa diantaranya sekarang hilang.
16823	Q318210	Erwin	Erwin pernah bermain untuk klub utamanya seperti Groningen, PSV Eindhoven, dan KV Mechelen.
16824	Q1241	Giovanni	Kepresidenan Giovanni ditandai oleh upaya yang kontroversial dan gagal untuk menciptakan "keterbukaan kepada pihak kiri" dalam politik Italia.
16825	Q297744	Chris	Chris mendapatkan penghargaan Festival Film Venezia pada tahun 1996 dalam kategori Aktor Pendukung Terbaik untuk perannya dalam film The Funeral.
16826	Q12485315	Harifin A. Tumpa	Pendidikan hukum harifin a. tumpa diperoleh dari Sekolah Hakim dan Djaksa di Makassar pada 1959-1963, kuliah di Fakultas Hukum Universitas Hasanuddin, Makassar lulus tahun 1972, pascasarjana Universitas Leiden 1987, dan Magister Hukum di Universitas Krisnadwipayana, Jakarta tahun 1998-200
16827	Q7184463	Philip	Philip juga dianugerahi Creative New Zealand Berlin Writers’ Residency 2003 dan Prime Minister’s Awards for Literary Achievement di bidang nonfiksi pada tahun 2005.
16828	Q12495706	M. Saleh Latuconsina	M. Saleh Latuconsina memulai karier di Dinas Pekerjaan Umum Provinsi sejak tahun 1973.
16829	Q57066	James	Kemudian James kembali ke Eropa selama setahun, untuk menjadi dosen tamu di Kopenhagen, Denmark.
16830	Q2891849	Helena	Karier menyanyi mulai serius dibina Helena semenjak Helena berumur 12 tahun dengan mengikuti berbagai festival.
16831	Q223419	Manuel	Manuel menggantikan Sergio Osmeña dan mengakhiri jabatan kepresidenannya pada tahun 1948, saat digantikan oleh Elpidio Quirino.
16832	Q286185	Bruno	Setelah beberapa upaya, termasuk babak final dalam AS Terbuka 2012 dan babak semifinal Prancis Terbuka 2009 dan 2013, Bruno akhirnya memenangkan gelar Grand Slam pertamanya di Australia Terbuka 2016, bersama dengan Jamie Murray dan kemudian disusul dengan gelar ganda putra kedua di AS Terbuka 2016.
16833	Q6396192	Kevin	Kevin adalah seorang aktor Inggris asal Liverpool, Inggris.
16834	Q334970	Jose Maria De Heredia	Jose Maria de Heredia disebut sebagai "master mdoern Soneta.
16835	Q272411	Mozi	Sumber utama yang dapat digunakan untuk mengetahui pemikirannya Mozi adalah dari sebuah buku yang menggunakan namanya, Mo-tzu, yang berisi 53 bab yang merupakan kumpulan dari tulisannya.
16836	Q6507853	Le Van Ty	Le Van Ty mendapatkan penghargaan Ordo Nasional Vietnam.
16837	Q400341	Mikheil	Mikheil dikenal karena memerankan Joseph Stalin dalam perfilman.
16838	Q4535417	M.	Prinsip yang M. pegang, tak semua kebenaran harus diketahui publik.
16839	Q312129	Eugene	Dikenal karena memerankan tokoh-tokoh yang bingung dan tidak konvensional, Eugene telah memenangkan banyak penghargaan sepanjang kariernya termasuk empat Primetime Emmy Awards, Grammy Award, dan Screen Actors Guild Award.
16840	Q878882	Togodumnus	Togodumnus tercatat dalam Sejarah Romawi karya Cassius Dio.
16841	Q229021	Tricia	Tricia dilahirkan di Donalda, Alberta.
16842	Q150289	Winston	Winston pernah menjadi kapten tim nasional Selandia Baru.
16843	Q115561	Ernst	Ernst menjabat Presiden Konfederasi pada tahun 1949.
16844	Q2401598	Arung	Arung bergelar La Tan-ri Tatta To' Urong To-ri Sompi Patta Malampéi Gammana Daéng Sérang To' Appatunru Paduka Sri Sultan Sa'ad ud-din, mengacu pada ejaan Lontara.
16845	Q280098	Geena	Pada tahun 2019, Geena menerima Jean Hersholt Humanitarian Award untuk perjuangannya bekerja bias gender di dalam dan di luar layar di Hollywood.
16846	Q233303	Giovanna	Giovanna turun bersama tim Brabham pada 1992 dengan hasil gagal kualifikasi.
16847	Q177178	Yohanes Dari Yerusalem	Yohanes dari Yerusalem dimuliakan sebagai janasuci oleh Gereja Ortodoks dan hari rayanya diadakan pada 30 Maret.
16848	Q171583	Bobby	Bobby kemudian menjadi manajer Preston dan kemudian direktur di Wigan Athletic.
16849	Q12472293	Anwar	Pada tahun 2006, Anwar memperoleh gelar Yang Dipertuan Tuanku Raja Pinayungan Nan Sati, sebagai pewaris keturunan Raja Pagaruyung Minangkabau yang telah bermigrasi ke Mandailing sejak abad ke-16.
16850	Q3085192	Kusuma	Kusuma meninggal dunia pada 12 November 2023 dalam usia 59 tahun.
16851	Q4272441	Lamcy	Lamcy merupakan sebuah pusat perbelanjaan yang terletak di Dubai, Uni Emirat Arab.
16852	Q313578	Vanilla	Ketika ayah tiri Vanilla mendapatkan sebuah pekerjaan yang bagus di Carrollton, Texas, Vanilla kembali ke Texas bersama dengan ibunya.
16853	Q25470085	Angga Aldi Yunanda	Tak puas dengan dunia akting, Angga Aldi Yunanda pun mencoba terjun ke dunia tarik suara.
16854	Q1750322	Lamberto	Pada tahun 1215, dengan memanfaatkan kelemahan Benedetta dari Cagliari, Lamberto mengumpulkan armada besar dan pasukannya mendarat di Cagliari.
16855	Q3291835	Tiago	Tiago keluar sebagai juara Australia Terbuka kategori Tunggal Remaja Putra setelah mengalahkan Sean Berman dari Australia dengan skor 7–5, 6–3.
16856	Q3177573	Vreeden	Vreeden menjabat antara bulan Mei 1949 hingga Juli 1950.
16857	Q2622648	Rich	Antara 1991 dan 1995 Rich bekerja di Unix System Labs dan dari 1996 sampai 1998 dengan IP-level encryption di Sun Microsystems.
16858	Q1354477	Slavomir	Setelah protesnya, mereka memenjarakan Slavomir dan mencoba untuk menguasai seluruh negara.
16859	Q468612	Geoff	Produser George Martin memuji Geoff sebagai orang yang membawa "jenis pikiran baru ke dalam rekaman, selalu menyarankan ide-ide sonik, dan berbagai jenis reverberasi, serta menyarankan apa yang bisa kita lakukan dengan suara-suara".
16860	Q7306552	Ananggawarman	Setelah Ananggawarman, pengaruh kekuasaan Majapahit dan agama Hindu-Buddha berangsur-angsur menghilang di wilayah kerajaan Pagaruyung atau Minangkabau.
16861	Q192260	Yngwie	Yngwie menjadi terkenal pada era 1980-an karena keahlian teknikal dalam komposisi neo-classical metal, sering dikaitkan dengan kecepatan bermain gitar dengan nada tinggi, skala pekikan dan skala raungan.
16862	Q454568	Josef	Josef menciptakan kata robot, yang diperkenalkan pada sastra karya saudaranya, Karel Čapek.
16863	Q49216	Walter	Walter juga seorang senator dari negara bagian Minnesota dan kandidat presiden dari Partai Demokrat untuk pemilihan umum 1984 melawan Ronald Reagan.
16864	Q1333046	Akikawa	Lagu yang dibawakannya Akikawa, Sen no Kaze ni natte menjadi hit besar dan terjual lebih dari 1.170.000 keping di Jepang.
16865	Q1169838	Al-Hakam Bin Abi'L-Ash	Al-Hakam Bin Abi'L-Ash bin Abi 'l-Ash dikenal sebagai penentang keras Nabi Muhammad dan akibatnya Al-Hakam Bin Abi'L-Ash bin Abi 'l-Ash diasingkan ketika Nabi merebut Makkah pada tahun 630.
16866	Q56388551	Ghalib	Ghalib juga pernah menjabat sebagai Anggota Dewan Perwakilan Rakyat Republik Indonesia untuk periode tahun 1972 hingga tahun 1977.
16867	Q628561	John	Meskipun John biasanya setia kepada Edward II selama pertentangan baron, ia akhirnya mendukung kudeta Isabelle dan Roger Mortimer.
16868	Q4263705	Putri	Putri mewakili provinsi Jawa Timur di kontes Puteri Indonesia 2007 dan berhasil menjadi pemenang.
16869	Q1439915	Eric	Eric memulai karier juniornya di Sporting CP kemudian memulai karier seniornya di klub tersebut pada tahun 2012.
16870	Q191060	Manuel	Manuel menggantikan Presiden Ricardo Maduro, dan dilantik pada 27 Januari 2006 sebagai Presiden ke-5 dari PLH di stadion nasional di Tegucigalpa di depan 250 tamu kehormatan, termasuk pemimpin-pemimpin dari negara-negara lain.
16871	Q2096683	Ted	Ted telah memenangi berbagai penghargaan di bidang penyiaran, di antaranya 37 Penghargaan Emmy, 6 Penghargaan Peabody, 10 Penghargaan duPont-Columbia.
16872	Q142381	Minardi	Pada tahun 2001 untuk menyelamatkan tim ini dari likuidasi, Minardi lantas menjual timnya pada pengusaha Australia Paul Stoddart sebelum akhirnya Stoddart juga menyerah dan menjualnya kepada Red Bull yang kemudian mengubah nama Minardi menjadi Scuderia Toro Rosso dan kemudian Scuderia AlphaTauri.
16873	Q1888870	Munib	Kerabat Munib meliputi sepupu dan miliuner sejawatnya, ketua Arab Bank dan Paltel Sabih al-Masri, dan sepupunya, pengembang Bashar Masri, dan mantan perdana menteri Yordania Taher al-Masri.
16874	Q365977	Bias Dari Priene	Bias Dari Priene banyak dianggap sebagai salah satu dari Tujuh Pria Bijak dari Yunani.
16875	Q314801	Hal	Hal terus berperan sebagai Twain selama lebih dari 60 tahun, hingga pada akhirnya menghentikan pertunjukan pada tahun 2017 karena kesehatannya yang memburuk.
16876	Q205188	Nicolas	Pada tahun 2009, Nicolas pindah ke Roma, dan kemudian Genoa dan Torino.
16877	Q380241	Abu Yazid Al-Bustami	Banyak literatur menyebutkan bahwa Abu Yazid Al-Bustami wafat pada tahun 261 Hijriyah/875 Masehi.
16878	Q337194	Norman Robert Pogson	Pada 1868 dan 1871, Norman Robert Pogson bergabung dengan ekspedisi gerhana Matahari India.
16879	Q18421250	Ahmad	Kemudian, Ahmad terpilih kembali menjadi anggota DPR selama empat periode berturut-turut, yaitu periode 2009-2014, 2014-2019, 2019-2024 dan 2024-2029 mewakili daerah pemilihan Jawa Timur V. Capaian yang diraih oleh Ahmad ini sekaligus menggenapi lima periode kedewanan yang
16880	Q12495553	Lukman	Lukman adalah seorang wartawan dan pengusaha asal Indonesia.
16881	Q496356	Ko	Ko lulus dari Universitas Chung-Ang dengan jurusan drama dan film.
16882	Q721614	George	George menguasai bahasa Aram, bahasa umum yang dipakai pada zamannya Yesus Kristus.
16883	Q598675	Gary	Gary menyutradarai film The Hunger Games, serta Pleasantville dan penerima nominasi Film Terbaik, Seabiscuit.
16884	Q156567	Henri Cartier Bresson	Henri Cartier Bresson mengembangkan apa yang kemudian disebut "fotografi jalanan", yang memadukan elemen-elemen fotojurnalisme, foto-dokumentasi, dan pendekatan artistik lainnya.
16885	Q1094007	Scott	Selama puluhan tahun, Scott mengikuti seri balap mobil seperti SCCA, NASCAR, IMSA, ARCA dan ASA.
16886	Q2395069	Gillian	Gillian juga pernah Sons & Daughters, dan beberapa kali bermain di sitkom Suburgatory dan New Girl.
16887	Q190051	Jamie	Sementara itu, The Naked Chef, acara televisi pertamanya Jamie memenangkan Penghargaan BAFTA sebagai acara televisi terbaik pada tahun 2000.
16888	Q328391	Heinrich V Dari Bayern	Di dalam sebuah perselisihan dengan kaisar pada tahun 1009, Heinrich V dari Bayern memecatnya dari provinsi tersebut namun memulihkan posisinya kembali pada tahun 1017.
16889	Q3808593	Joaquin Garcia Icazbalceta	Joaquin Garcia Icazbalceta menyunting tulisan-tulisan karya penulis Meksiko yang mendahuluinya, menulis biografi Juan de Zumárraga, dan menerjemahkan Conquest of Mexico karya William H. Prescott.
16890	Q2401633	Abdullah Bin Muhammad	Qasim bin Muhammad adalah saudara tertua, Abdullah bin Muhammad meninggal semasa Abdullah bin Muhammad masih kecil pada tahun 615 Masehi.
16891	Q5363925	Bora	Bora adalah mantan anggota girlband Sistar dan sub-unitnya, Sistar19.
16892	Q299608	Gaetano	Gaetano adalah salah satu dari lima pemain dalam sejarah sepak bola Eropa yang memenangkan semua piala internasional untuk klub sepak bola diakui oleh UEFA dan FIFA.
16893	Q191027	Patricia	Seorang bintang besar pada tahun 1950an dan 1960an, Patricia menerima penghargaan Academy Award, Golden Globe Award, Tony Award, dan dua British Academy Film Award, dan dinominasikan untuk tiga Primetime Emmy Award.
16894	Q245315	Liu	Seluruh urusan pemerintahan pada saat itu dibebankan kepada Liu sebagai perdana menteri.
16895	Q18421338	Maimun	Setelah berakhirnya masa tugas, Maimun mulai berkonsentrasi mengurus pondok pesantrennya.
16896	Q1058806	Feroz	Feroz adalah ayah dari Aktor Bollywood, Fardeen Khan.
16897	Q202770	Aleksey	Reformasi tersebut dan pendekatannya yang lebih terbuka dalam mengatasi gejolak Musim Semi Praha tahun 1968 membuat Aleksey dianggap sebagai salah satu pemimpin Soviet yang paling liberal.
16898	Q2306411	Hillevi	Hillevi dan Schine beserta putranya, Berndt, meninggal dalam kecelakaan pesawat terbang di Los Angeles, California pada 19 Juni 1996.
16900	Q586545	Osip	Osip dikenal sebagai kepala Departemen Internasional Komunis Internasional pada 1920an dan awal 1930an, sebuah jabatan yang menjadikannya salah satu wajah publik utama gerakan Komunis internasional.
16901	Q194045	Steven	Dahulu, pada tahun 1960-an, Steven sejak remaja bermain band pada usia 17 tahun.
16902	Q483290	Boris	Selain berprofesi sebagai psikolog, Boris adalah anggota Partai Demokrat.
16903	Q1342906	Teppei	Setelah berkarier sebagai foto model di majalah, Teppei memulai kariernya sebagai pemeran pada tahun 2002.
16904	Q5366212	Elly	Elly pernah mendapat hukuman skorsing selama dua tahun dilarang aktif dalam pemain sepak bolaan karena melakukan penghinaan terhadap ofisial Petrokimia Putra.
16905	Q12482644	Eva	Dengan Coen Eva punya seorang putri bernama Johanna.
16906	Q736629	Guo	Guo menangkal serangkaian invasi Shu, terutama dari Jiang Wei dan juga menumpas pemberontakan setempat yang diinstigasi oleh suku barbar.
16907	Q452639	Aumerle	Aumerle menterjemahkan sebuah risalah berburu, The Master of Game.
16908	Q931450	John	John membuat dan ikut menulis album untuk banyak musisi di seluruh dunia, selain itu juga dikenal sebagai vokalis/gitaris untuk grup musik Goldfinger.
16909	Q12507680	Rahadian	Rahadian menikah dengan Gusti Raden Ayu Retno Satuti, seorang putri tertua Mangkunegara VIII dari keraton Mangkunegaran, Surakarta, Jawa Tengah.
16910	Q1944	Jeremy	Sebagai pemain nasional kesebelasan Prancis, Jeremy mengawali debut seniornya pada bulan Oktober 2006 dan ikut serta menjadi bagian Prancis pada ajang Euro 2008 dan Piala Dunia 2010.
16911	Q783535	Adelaide	Pada tahun 1262 Adelaide menggantikan ibundanya sebagai Comtesse Auxerre.
16912	Q16176328	Erwin	Erwin adalah lulusan Akabri tahun 1975.
16913	Q17411493	Rahimi	Sedangkan usaha rumah makan Minang Rahimi ada di beberapa kota di dalam negeri, seperti di Jakarta, Bali serta di Kuala Lumpur, Malaysia.
16914	Q941215	Henry	Namun, peluru yang ditemukan Henry yang menggunakan prinsip kerja yang sama sering dinamakan peluru shrapnel, dan dikembangkan dalam Perang Dunia I dan Perang Dunia II hingga sekarang.
16915	Q160726	Ang	Lahir di Kabupaten Pingtung, Ang menempuh pendidikan di Taiwan dan kemudian di Amerika Serikat.
16916	Q8581	Salahuddin	Salahuddin Al Ayyubi juga adalah seorang Ulama.
16917	Q106581	Peter	Perintis lainnya adalah Peter dari ETH Zurich.
16918	Q2201389	Jan Willem Janssens	Lahir di Nijmegen, Belanda, Jan Willem Janssens memulai karier militernya di usia kesembilan ketika Jan Willem Janssens menjadi kadet di tentara Belanda.
16919	Q192912	Stephen	Stephen menjadi yang terkenal saat bermain di film utamanya seperti A Bit of Fry and Laurie dan Jeeves and Wooster.
16920	Q179493	Bertil	Sekarang, teori Bertil itu sudah banyak disangkal, meski masih menjadi kerangka yang berguna untuk memahami perdagangan internasional.
16921	Q7351081	R. W. Davies	R. W. Davies pensiun dari aktif mengajar pada 1989.
16922	Q935320	Putri	Putri berada di urutan keempat di urutan pewaris takhta Belgia, setelah ketiga saudaranya, Putri Elisabeth, Pangeran Gabriel dan Pangeran Emmanuel.
16923	Q16188203	Levi	Setelah tidak aktif lagi dalam kompetisi binaraga, Levi kemudian mengabdikan dirinya sebagai pelatih atlet binaraga muda di Jayapura, Papua.
16924	Q1920	Samir	Gaya bermain, kemampuan dan latar belakang budayanya Samir membuat perbandingan dengan mantan pemain Prancis Zinedine Zidane.
16925	Q234050	Erasmus	Salah satu dari tokoh kunci Midlands Enlightenment, Erasmus juga seorang ahli filsafat alam, ahli fisiologi, abolisionis, penemu dan penyair.
16926	Q12499893	Nahza	Nahza memulai kariernya dari modeling dengan meraih juara ketiga pada pemilihan GADIS Sampul tahun 2010.
16927	Q312343	Milos	Milos adalah petenis Kanada berperingkat ATP tertinggi sejak sistem peringkat komputer dikenalkan pada 1973, dengan peringkat tertinggi kariernya, yaitu ke-10 diraih pada bulan Agustus 2013.
16928	Q47102	Joseph Smith Jr.	Joseph Smith Jr. Smith, Jr. mengakui bahwa dia dipanggil dan dipilih oleh Allah untuk memulihkan Gereja Yesus Kristus yang sejati.
16929	Q56388682	Abdullah	Sejak masih dalam kandungan Abdullah sudah jadi perbincangan keluarga dan masyarakat di kampungnya, sebab usia kandungan ibunya sudah mencapai dua tahun namun belum lahir juga.
16930	Q713496	Bill	Setelah kematian Carcass, Bill mulai membentuk band Firebird, yang terinspirasi dari musik rock tahun 1970-an.
16931	Q740157	Alphonse Beau De Rochas	Alphonse Beau De Rochas mencapainya bersamaan dengan insinyur Jerman Nicolaus Otto.
16932	Q60259	Dietrich	Dietrich merupakan pengaruh penting pada Adolf Hitler dalam masa awal Partai Nazi dan merupakan seorang partisipan dalam Beer Hall Putsch 1923.
16933	Q39996	Ptolemaios Xi Aleksander Ii	Sembilan belas hari setelah pernikahannya, Ptolemaios XI Aleksander II membunuh istrinya itu tanpa alasan yang jelas.
16934	Q365934	Jose Manuel Jurado	Jose Manuel Jurado sempat bermain untuk kedua tim besar dari kota Madrid selama kariernya, yaitu Real Madrid dan Atletico Madrid meskipun secara umum tidak terlalu sukses.
16935	Q130852	Junichiro	Junichiro juga adalah Presiden Partai Demokrat Liberal Jepang dari 2001-2006.
16936	Q488344	Wooyoung	Selain penyanyi Wooyoung juga merupakan seorang aktor dan penari.
16937	Q381256	Lucian	Lucian meninggal karena kanker pada 6 Mei 1961 dan dikubur di Lancrăm, Rumania.
16938	Q1022186	Murakami	Murakami juga sering memainkan peran-peran kecil dalam acara parodik seperti "SpaMurasaki" dalam Bihada Sentai Sparanger di NTV.
16939	Q12515519	Siti	Bungsu dari 5 bersaudara ini merupakan adik penyanyi dangdut Siti.
16940	Q480427	Dred	Mahkamah Agung Amerika Serikat memutuskan bahwa Dred dan orang-orang kulit hitam lainnya tidak dapat mengklaim kewarganegaraan Amerika Serikat, dan maka Dred tidak memiliki kedudukan hukum di pengadilan federal.
16941	Q613257	Bruno	Selanjutnya Bruno bermain untuk kesebelasan Bologna dan Ascoli, sebelum pensiun dan memulai karier selanjutnya sebagai pelatih tim sepak bola di Italia.
16942	Q187426	Fernando	Fernando juga merupakan pemain tim nasional senior dari 2007 hingga 2017, ia mewakili Argentina di Piala Dunia FIFA 2014 dan di Copa América pada 2007, 2011 dan 2015, serta memenangkan medali emas di Olimpiade 2008.
16943	Q12495493	Lucky	Sebagai penyanyi Lucky dikenal lewat duetnya bersama Farid Hardja dalam lagu Ini Rindu.
16944	Q83041	Anaxagoras	Anaxagoras diketahui mengarang satu buku dalam bentuk prosa.
16946	Q17411579	Pak	Pak dikenal luas oleh masyarakat setelah ikut berperan dalam sinetron Si Doel Anak Sekolahan sebagai kakeknya si Doel atau engkong Ali.
16947	Q4770837	Ansyari	Setelah pensiun sebagai pemain, Ansyari mengikuti kursus kepelatihan dan kini Ansyari berlisensi A dari AFC.
16948	Q1042048	Carlo	Karya Carlo yang terkenal di Ferrari adalah mobil Ferrari 156 Moncong Hiu yang berhasil mengantarkan Phil Hill menjuarai F1 musim 1961.
16949	Q2313666	Jaya	Pada usia 10 bulan Jaya pindah ke Semarang dan dibesarkan dalam kultur kebudayaan Jawa.
16950	Q141860	Nikolai	Pada permulaan Perang Dunia II, status Nikolai di Uni Soviet menjadi non-orang politik.
16951	Q2748699	Ronald	Ronald menjabat sebagai Sekretaris Oriental di Kairo, Gubernur Militer Yerusalem, Gubernur Siprus, dan Gubernur Rhodesia Utara.
16952	Q17410541	Willy Ananias Gara	Selain itu, Willy Ananias Gara juga menjabat sebagai Ketua DPRD Kalimantan Tengah periode 1971–1977 dan 1977–1982.
16953	Q12486595	Inka	Inka memulai kariernya dari modeling dengan menjadi finalis pada pemilihan GADIS Sampul tahun 2001.
16954	Q32923	Rituparno	Setelah mengejar gelar di bidang ekonomi, Rituparno memulai kariernya sebagai seniman kreatif di biro iklan.
16955	Q17410743	Akil	Akil dijatuhi penjara seumur hidup.
16956	Q41390	Kurt	Kurt mempublikasikan kedua teorema ketidaklengkapan hasil pemikirannya pada tahun 1931 ketika Kurt berusia 25 tahun, setahun setelah meraih gelar doktor pada University of Vienna.
16957	Q80976	Pangeran Philip Adipati Edinburgh	Kakek Pangeran Philip Adipati Edinburgh Philip, Adipati Edinburgh adalah seorang Raja Yunani dan kakek buyutnya adalah Raja Denmark, membuat Pangeran Philip Adipati Edinburgh Philip, Adipati Edinburgh sebagai seorang Pangeran Philip Adipati Edinburgh Yunani dan Denmark secara silsilah.
16958	Q228747	Julie	Julie mendapat penghargaan BAFTA Fellowship untuk pencapaian seumur hidup pada tahun 2014.
16959	Q41152	Akebono	Salah satu yang tertinggi dan pegulat terberat yang pernah ada, persaingan Akebono dengan calon muda Jepang, Takanohana dan Wakanohana, merupakan faktor besar dalam meningkatnya popularitas sumo di tempat turnamen dan di TV pada awal tahun 1990-an.
16960	Q316629	Alan	Dikenal karena perannya di panggung dan layar, Alan telah menerima banyak penghargaan termasuk BAFTA Award, dua Emmy Awards, dua Tony Awards, dan Olivier Award.
16961	Q485616	Pasa	Sebagai keturunan dari pendiri Silla Hyeokgeose, nama keluarganya adalah Pasa.
16962	Q1387731	Khoo Teck Puat	Kekayaan hartanya Khoo Teck Puat datang dari saham-saham bank Standard Chartered di Inggris, yang mana Khoo Teck Puat telah membelinya pada tahun 1980-an untuk membantu menggagalkan saran kepemilikan Lloyds Bank yang mana kebanyakan pakar keuangan tampak Khoo Teck Puat sebagai satu permusuhan.
16963	Q12497950	Melly	Hasilnya, tim Melly ini berhasil menjadi juara pada ajang tersebut.
16964	Q941532	Sergei	Pada 2003, Sergei menjadi Presiden Juri di Festival Film Internasional Moskwa ke-25.
16965	Q5984329	Ibnu	Terlibat dalam perjuangan anti-kolonial di Indonesia sebagai pemimpin pemuda di Semarang, Ibnu terpilih sebagai anggota DPR RI untuk Partai Acoma pada tahun 1955.
16966	Q19746200	Mas	Mas menjabat sebagai Gubernur Kalimantan ketiga dari 1953 hingga 1955.
16967	Q556644	Jonathan	Jonathan berperan sebagai Seymour Krelborn dalam kebangkitan musikal Off-Broadway Little Shop of Horrors pada tahun 2019.
16968	Q168962	Torquato	Torquato terkena penyakit mental dan wafat pada beberapa hari sebelum Torquato dimahkotai sebagai raja penyair oleh Paus.
16969	Q888231	Da	Di dalam Catatan Sejarah Agung da dinyatakan oleh Sima Qian meninggal pada usia belia tanpa sempat menggantikan ayahandanya Raja Tang.
